timestamp_ms,ax,ay,az,gx,gy,gz,label,segment_id,sample_index
1762637239831,-286,-65,931,4576,27588,10097,flick_right,3e1a6a5a,217
1762637239834,-286,-65,931,4576,27588,10097,flick_right,3e1a6a5a,218
1762637239841,-317,-70,973,2915,24236,8403,flick_right,3e1a6a5a,219
1762637239844,-317,-70,973,2915,24236,8403,flick_right,3e1a6a5a,220
1762637239858,-353,-72,971,3029,22685,7657,flick_right,3e1a6a5a,221
1762637239862,-365,-61,958,2831,21419,7956,flick_right,3e1a6a5a,222
1762637239864,-353,-72,971,3029,22685,7657,flick_right,3e1a6a5a,223
1762637239866,-365,-61,958,2831,21419,7956,flick_right,3e1a6a5a,224
1762637239870,-362,-43,936,2800,19620,7271,flick_right,3e1a6a5a,225
1762637239873,-362,-43,936,2800,19620,7271,flick_right,3e1a6a5a,226
1762637239883,-366,-33,886,2716,16710,6423,flick_right,3e1a6a5a,227
1762637239892,-383,-1,875,1748,13575,5704,flick_right,3e1a6a5a,228
1762637239892,-366,-33,886,2716,16710,6423,flick_right,3e1a6a5a,229
1762637239897,-383,-1,875,1748,13575,5704,flick_right,3e1a6a5a,230
1762637239900,-442,-20,913,1093,12767,5442,flick_right,3e1a6a5a,231
1762637239903,-442,-20,913,1093,12767,5442,flick_right,3e1a6a5a,232
1762637239911,-428,-12,918,1409,11973,4823,flick_right,3e1a6a5a,233
1762637239914,-428,-12,918,1409,11973,4823,flick_right,3e1a6a5a,234
1762637239921,-429,-10,897,1241,11349,4255,flick_right,3e1a6a5a,235
1762637239923,-429,-10,897,1241,11349,4255,flick_right,3e1a6a5a,236
1762637239931,-465,-26,927,1455,11967,4145,flick_right,3e1a6a5a,237
1762637239934,-465,-26,927,1455,11967,4145,flick_right,3e1a6a5a,238
1762637239941,-496,-14,926,1359,12866,4881,flick_right,3e1a6a5a,239
1762637239943,-496,-14,926,1359,12866,4881,flick_right,3e1a6a5a,240
1762637239952,-497,-12,917,812,13712,4752,flick_right,3e1a6a5a,241
1762637240061,-497,-12,917,812,13712,4752,flick_right,3e1a6a5a,242
1762637240062,-509,-12,934,-941,14782,3840,flick_right,3e1a6a5a,243
1762637240063,-509,-12,934,-941,14782,3840,flick_right,3e1a6a5a,244
1762637240063,-501,-41,934,-2739,16127,2800,flick_right,3e1a6a5a,245
1762637240064,-501,-41,934,-2739,16127,2800,flick_right,3e1a6a5a,246
1762637240064,-514,-11,895,-3440,16761,1968,flick_right,3e1a6a5a,247
1762637240065,-514,-11,895,-3440,16761,1968,flick_right,3e1a6a5a,248
1762637240065,-525,2,864,-4577,15797,602,flick_right,3e1a6a5a,249
1762637240066,-525,2,864,-4577,15797,602,flick_right,3e1a6a5a,250
1762637240067,-565,-12,887,-6081,14063,-982,flick_right,3e1a6a5a,251
1762637240067,-565,-12,887,-6081,14063,-982,flick_right,3e1a6a5a,252
1762637240068,-562,-41,882,-6761,13617,-2345,flick_right,3e1a6a5a,253
1762637240069,-562,-41,882,-6761,13617,-2345,flick_right,3e1a6a5a,254
1762637240069,-566,-37,867,-7129,13419,-2977,flick_right,3e1a6a5a,255
1762637240069,-566,-37,867,-7129,13419,-2977,flick_right,3e1a6a5a,256
1762637240070,-552,-36,830,-7312,13219,-3562,flick_right,3e1a6a5a,257
1762637240070,-552,-36,830,-7312,13219,-3562,flick_right,3e1a6a5a,258
1762637240070,-555,-38,823,-8051,12767,-4473,flick_right,3e1a6a5a,259
1762637240071,-555,-38,823,-8051,12767,-4473,flick_right,3e1a6a5a,260
1762637240071,-556,-55,815,-9742,12762,-5402,flick_right,3e1a6a5a,261
1762637240072,-556,-55,815,-9742,12762,-5402,flick_right,3e1a6a5a,262
1762637240082,-577,-62,798,-11271,11891,-6333,flick_right,3e1a6a5a,263
1762637240082,-577,-62,798,-11271,11891,-6333,flick_right,3e1a6a5a,264
1762637240083,-587,-58,787,-11555,10268,-6808,flick_right,3e1a6a5a,265
1762637240083,-587,-58,787,-11555,10268,-6808,flick_right,3e1a6a5a,266
1762637240084,-594,-70,766,-11558,8514,-7136,flick_right,3e1a6a5a,267
1762637240084,-594,-70,766,-11558,8514,-7136,flick_right,3e1a6a5a,268
1762637240094,-579,-102,755,-11129,6433,-6902,flick_right,3e1a6a5a,269
1762637240097,-579,-102,755,-11129,6433,-6902,flick_right,3e1a6a5a,270
1762637240101,-631,-252,923,-8838,6773,-3770,flick_right,3e1a6a5a,271
1762637240105,-631,-252,923,-8838,6773,-3770,flick_right,3e1a6a5a,272
1762637240111,-586,-156,828,-5901,9167,-2548,flick_right,3e1a6a5a,273
1762637240114,-586,-156,828,-5901,9167,-2548,flick_right,3e1a6a5a,274
1762637240121,-588,-134,734,-6889,7573,-3365,flick_right,3e1a6a5a,275
1762637240124,-588,-134,734,-6889,7573,-3365,flick_right,3e1a6a5a,276
1762637240131,-597,-128,696,-8003,4286,-4217,flick_right,3e1a6a5a,277
1762637240134,-597,-128,696,-8003,4286,-4217,flick_right,3e1a6a5a,278
1762637240141,-595,-127,702,-8113,717,-4594,flick_right,3e1a6a5a,279
1762637240143,-595,-127,702,-8113,717,-4594,flick_right,3e1a6a5a,280
1762637240150,-597,-119,750,-7356,-1652,-5110,flick_right,3e1a6a5a,281
1762637240153,-597,-119,750,-7356,-1652,-5110,flick_right,3e1a6a5a,282
1762637240161,-590,-126,770,-5900,-2940,-5647,flick_right,3e1a6a5a,283
1762637240164,-590,-126,770,-5900,-2940,-5647,flick_right,3e1a6a5a,284
1762637240171,-581,-137,732,-4309,-5111,-6113,flick_right,3e1a6a5a,285
1762637240173,-581,-137,732,-4309,-5111,-6113,flick_right,3e1a6a5a,286
1762637240181,-572,-140,702,-3530,-8632,-6760,flick_right,3e1a6a5a,287
1762637240183,-572,-140,702,-3530,-8632,-6760,flick_right,3e1a6a5a,288
1762637240191,-590,-146,716,-3188,-12846,-7886,flick_right,3e1a6a5a,289
1762637240200,-590,-146,716,-3188,-12846,-7886,flick_right,3e1a6a5a,290
1762637240201,-579,-158,769,-3213,-16124,-8980,flick_right,3e1a6a5a,291
1762637240204,-579,-158,769,-3213,-16124,-8980,flick_right,3e1a6a5a,292
1762637240211,-607,-122,824,-2394,-17776,-10440,flick_right,3e1a6a5a,293
1762637240213,-607,-122,824,-2394,-17776,-10440,flick_right,3e1a6a5a,294
1762637240221,-551,-156,827,-968,-18514,-12501,flick_right,3e1a6a5a,295
1762637240223,-551,-156,827,-968,-18514,-12501,flick_right,3e1a6a5a,296
1762637240231,-528,-190,808,-1214,-20385,-13331,flick_right,3e1a6a5a,297
1762637240233,-528,-190,808,-1214,-20385,-13331,flick_right,3e1a6a5a,298
1762637240240,-522,-415,1013,141,-18945,-11695,flick_right,3e1a6a5a,299
1762637240244,-522,-415,1013,141,-18945,-11695,flick_right,3e1a6a5a,300
1762637240251,-565,-329,857,-707,-14707,-7893,flick_right,3e1a6a5a,301
1762637240253,-565,-329,857,-707,-14707,-7893,flick_right,3e1a6a5a,302
1762637240261,-501,-280,888,-3232,-13174,-7632,flick_right,3e1a6a5a,303
1762637240263,-501,-280,888,-3232,-13174,-7632,flick_right,3e1a6a5a,304
1762637240270,-471,-266,912,-2994,-9689,-6255,flick_right,3e1a6a5a,305
1762637240273,-471,-266,912,-2994,-9689,-6255,flick_right,3e1a6a5a,306
1762637240280,-471,-253,823,-2919,-8620,-5612,flick_right,3e1a6a5a,307
1762637240283,-471,-253,823,-2919,-8620,-5612,flick_right,3e1a6a5a,308
1762637240294,-478,-234,839,-2738,-8159,-4979,flick_right,3e1a6a5a,309
1762637240301,-467,-215,869,-3199,-7150,-4751,flick_right,3e1a6a5a,310
1762637240303,-478,-234,839,-2738,-8159,-4979,flick_right,3e1a6a5a,311
1762637240307,-467,-215,869,-3199,-7150,-4751,flick_right,3e1a6a5a,312
1762637240311,-450,-250,884,-2828,-5838,-4878,flick_right,3e1a6a5a,313
1762637240313,-450,-250,884,-2828,-5838,-4878,flick_right,3e1a6a5a,314
1762637240321,-458,-280,867,-2191,-4774,-3756,flick_right,3e1a6a5a,315
1762637240323,-458,-280,867,-2191,-4774,-3756,flick_right,3e1a6a5a,316
1762637240331,-456,-288,876,-1054,-3933,-2516,flick_right,3e1a6a5a,317
1762637240333,-456,-288,876,-1054,-3933,-2516,flick_right,3e1a6a5a,318
1762637240341,-459,-276,879,-341,-3650,-1052,flick_right,3e1a6a5a,319
1762637240343,-459,-276,879,-341,-3650,-1052,flick_right,3e1a6a5a,320
1762637240351,-468,-272,863,-257,-3919,287,flick_right,3e1a6a5a,321
1762637240353,-468,-272,863,-257,-3919,287,flick_right,3e1a6a5a,322
1762637240361,-479,-262,888,-567,-3708,1138,flick_right,3e1a6a5a,323
1762637240363,-479,-262,888,-567,-3708,1138,flick_right,3e1a6a5a,324
1762637240371,-475,-249,890,-681,-2856,965,flick_right,3e1a6a5a,325
1762637240375,-475,-249,890,-681,-2856,965,flick_right,3e1a6a5a,326
1762637240381,-470,-258,898,-980,-1924,132,flick_right,3e1a6a5a,327
1762637240383,-470,-258,898,-980,-1924,132,flick_right,3e1a6a5a,328
1762637240396,-456,-259,893,-1042,-916,-447,flick_right,3e1a6a5a,329
1762637240399,-456,-259,893,-1042,-916,-447,flick_right,3e1a6a5a,330
1762637240402,-445,-263,872,-1043,-453,-637,flick_right,3e1a6a5a,331
1762637240408,-445,-263,872,-1043,-453,-637,flick_right,3e1a6a5a,332
1762637240417,-445,-271,845,-536,-1159,-400,flick_right,3e1a6a5a,333
1762637240421,-441,-243,833,215,-3240,-76,flick_right,3e1a6a5a,334
1762637240421,-445,-271,845,-536,-1159,-400,flick_right,3e1a6a5a,335
1762637240424,-441,-243,833,215,-3240,-76,flick_right,3e1a6a5a,336
1762637240432,-448,-248,808,1244,-6818,-446,flick_right,3e1a6a5a,337
1762637240442,-448,-248,808,1244,-6818,-446,flick_right,3e1a6a5a,338
1762637240442,-433,-228,833,2283,-10602,-661,flick_right,3e1a6a5a,339
1762637240447,-433,-228,833,2283,-10602,-661,flick_right,3e1a6a5a,340
1762637240450,-462,-200,818,3199,-14256,-1330,flick_right,3e1a6a5a,341
1762637240454,-462,-200,818,3199,-14256,-1330,flick_right,3e1a6a5a,342
1762637240461,-457,-156,792,4058,-18916,-2942,flick_right,3e1a6a5a,343
1762637240463,-457,-156,792,4058,-18916,-2942,flick_right,3e1a6a5a,344
1762637240471,-420,-134,775,5448,-25359,-4829,flick_right,3e1a6a5a,345
1762637240474,-420,-134,775,5448,-25359,-4829,flick_right,3e1a6a5a,346
1762637240481,-379,-182,780,6286,-31876,-6050,flick_right,3e1a6a5a,347
1762637240483,-379,-182,780,6286,-31876,-6050,flick_right,3e1a6a5a,348
1762637240491,-348,-202,802,6000,-32768,-7160,flick_right,3e1a6a5a,349
1762637240493,-348,-202,802,6000,-32768,-7160,flick_right,3e1a6a5a,350
1762637240504,-229,-149,746,7263,-32768,-9403,flick_right,3e1a6a5a,351
1762637240507,-229,-149,746,7263,-32768,-9403,flick_right,3e1a6a5a,352
1762637240510,-179,-185,708,6089,-32768,-11041,flick_right,3e1a6a5a,353
1762637240513,-179,-185,708,6089,-32768,-11041,flick_right,3e1a6a5a,354
1762637240521,-94,-166,666,2631,-32768,-11983,flick_right,3e1a6a5a,355
1762637240524,-94,-166,666,2631,-32768,-11983,flick_right,3e1a6a5a,356
1762637240530,-82,-282,982,2032,-32768,-11380,flick_right,3e1a6a5a,357
1762637240533,-82,-282,982,2032,-32768,-11380,flick_right,3e1a6a5a,358
1762637240540,-32,-270,870,5,-32768,-9638,flick_right,3e1a6a5a,359
1762637240544,-32,-270,870,5,-32768,-9638,flick_right,3e1a6a5a,360
1762637240551,29,-267,935,1089,-32768,-9641,flick_right,3e1a6a5a,361
1762637240553,29,-267,935,1089,-32768,-9641,flick_right,3e1a6a5a,362
1762637240560,95,-282,1026,3884,-32768,-9737,flick_right,3e1a6a5a,363
1762637240563,95,-282,1026,3884,-32768,-9737,flick_right,3e1a6a5a,364
1762637240570,157,-301,1120,6622,-32768,-9534,flick_right,3e1a6a5a,365
1762637240573,157,-301,1120,6622,-32768,-9534,flick_right,3e1a6a5a,366
1762637240580,202,-338,1148,8287,-32768,-8423,flick_right,3e1a6a5a,367
1762637240584,202,-338,1148,8287,-32768,-8423,flick_right,3e1a6a5a,368
1762637240590,227,-302,1069,6681,-32768,-7698,flick_right,3e1a6a5a,369
1762637240593,227,-302,1069,6681,-32768,-7698,flick_right,3e1a6a5a,370
1762637240601,263,-289,1015,4388,-32768,-6875,flick_right,3e1a6a5a,371
1762637240606,263,-289,1015,4388,-32768,-6875,flick_right,3e1a6a5a,372
1762637240610,253,-309,1098,6202,-32768,-6301,flick_right,3e1a6a5a,373
1762637240613,253,-309,1098,6202,-32768,-6301,flick_right,3e1a6a5a,374
1762637240620,337,-264,1093,7654,-32768,-4768,flick_right,3e1a6a5a,375
1762637240623,337,-264,1093,7654,-32768,-4768,flick_right,3e1a6a5a,376
1762637240630,368,-221,1153,8122,-32768,-4516,flick_right,3e1a6a5a,377
1762637240634,368,-221,1153,8122,-32768,-4516,flick_right,3e1a6a5a,378
1762637240641,375,-199,1076,6903,-31301,-3490,flick_right,3e1a6a5a,379
1762637240644,375,-199,1076,6903,-31301,-3490,flick_right,3e1a6a5a,380
1762637240650,377,-159,1039,3493,-27586,-3208,flick_right,3e1a6a5a,381
1762637240654,377,-159,1039,3493,-27586,-3208,flick_right,3e1a6a5a,382
1762637240661,391,-161,1028,677,-23653,-3050,flick_right,3e1a6a5a,383
1762637240663,391,-161,1028,677,-23653,-3050,flick_right,3e1a6a5a,384
1762637240670,408,-174,968,-339,-20687,-2661,flick_right,3e1a6a5a,385
1762637240674,408,-174,968,-339,-20687,-2661,flick_right,3e1a6a5a,386
1762637240680,426,-176,968,161,-18728,-2284,flick_right,3e1a6a5a,387
1762637240683,426,-176,968,161,-18728,-2284,flick_right,3e1a6a5a,388
1762637240691,436,-174,968,122,-16740,-1852,flick_right,3e1a6a5a,389
1762637240694,436,-174,968,122,-16740,-1852,flick_right,3e1a6a5a,390
1762637240703,440,-162,955,-173,-14649,-1756,flick_right,3e1a6a5a,391
1762637240706,440,-162,955,-173,-14649,-1756,flick_right,3e1a6a5a,392
1762637240710,452,-148,936,-680,-12914,-1647,flick_right,3e1a6a5a,393
1762637240715,452,-148,936,-680,-12914,-1647,flick_right,3e1a6a5a,394
1762637240721,445,-129,883,-2539,-12148,-1983,flick_right,3e1a6a5a,395
1762637240724,445,-129,883,-2539,-12148,-1983,flick_right,3e1a6a5a,396
1762637240730,451,-125,859,-4758,-12098,-2557,flick_right,3e1a6a5a,397
1762637240733,451,-125,859,-4758,-12098,-2557,flick_right,3e1a6a5a,398
1762637240741,457,-139,864,-5593,-11539,-2594,flick_right,3e1a6a5a,399
1762637240744,457,-139,864,-5593,-11539,-2594,flick_right,3e1a6a5a,400
1762637240750,466,-153,872,-5768,-10821,-2690,flick_right,3e1a6a5a,401
1762637240753,466,-153,872,-5768,-10821,-2690,flick_right,3e1a6a5a,402
1762637240760,478,-183,901,-5718,-9438,-2710,flick_right,3e1a6a5a,403
1762637240763,478,-183,901,-5718,-9438,-2710,flick_right,3e1a6a5a,404
1762637240770,495,-197,900,-4874,-7409,-2428,flick_right,3e1a6a5a,405
1762637240773,495,-197,900,-4874,-7409,-2428,flick_right,3e1a6a5a,406
1762637240780,503,-203,883,-3742,-5573,-2154,flick_right,3e1a6a5a,407
1762637240785,503,-203,883,-3742,-5573,-2154,flick_right,3e1a6a5a,408
1762637240791,506,-211,865,-2988,-4041,-1570,flick_right,3e1a6a5a,409
1762637240793,506,-211,865,-2988,-4041,-1570,flick_right,3e1a6a5a,410
1762637240806,504,-206,889,-3008,-2379,-1287,flick_right,3e1a6a5a,411
1762637240814,504,-184,902,-3275,-730,-963,flick_right,3e1a6a5a,412
1762637240815,504,-206,889,-3008,-2379,-1287,flick_right,3e1a6a5a,413
1762637240820,504,-184,902,-3275,-730,-963,flick_right,3e1a6a5a,414
1762637240821,502,-191,880,-3130,240,-852,flick_right,3e1a6a5a,415
1762637240824,502,-191,880,-3130,240,-852,flick_right,3e1a6a5a,416
1762637240830,512,-195,855,-3009,946,-739,flick_right,3e1a6a5a,417
1762637240833,512,-195,855,-3009,946,-739,flick_right,3e1a6a5a,418
1762637240842,523,-206,835,-2031,1533,-293,flick_right,3e1a6a5a,419
1762637240844,523,-206,835,-2031,1533,-293,flick_right,3e1a6a5a,420
1762637240851,520,-216,840,-825,2246,-84,flick_right,3e1a6a5a,421
1762637240854,520,-216,840,-825,2246,-84,flick_right,3e1a6a5a,422
1762637240861,516,-212,837,411,3077,150,flick_right,3e1a6a5a,423
1762637240863,516,-212,837,411,3077,150,flick_right,3e1a6a5a,424
1762637240870,512,-209,847,1368,4001,222,flick_right,3e1a6a5a,425
1762637240874,512,-209,847,1368,4001,222,flick_right,3e1a6a5a,426
1762637240881,498,-205,855,1976,4481,214,flick_right,3e1a6a5a,427
1762637240884,498,-205,855,1976,4481,214,flick_right,3e1a6a5a,428
1762637240891,506,-197,867,1896,4958,239,flick_right,3e1a6a5a,429
1762637240893,506,-197,867,1896,4958,239,flick_right,3e1a6a5a,430
1762637240901,505,-202,892,1290,5523,400,flick_right,3e1a6a5a,431
1762637240903,505,-202,892,1290,5523,400,flick_right,3e1a6a5a,432
